packet_index,strategy_id,path_id,sequence_num,fragment_id,total_fragments,send_delay_ms,arrival_time_ms,ip_id_decimal,ip_id_hex,target_packet_length,packet_length,payload_bytes,analysis_hint
0,5,0,1,0,444,0.0,0.0,53670,0xd1a6,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
1,5,2,1,1,444,0.0,0.0,56100,0xdb24,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
2,5,1,1,2,444,0.0,0.0,55253,0xd7d5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
3,5,0,1,3,444,0.0,0.0,53669,0xd1a5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
4,5,2,1,4,444,0.0,0.0,56097,0xdb21,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
5,5,1,1,5,444,0.0,0.0,55250,0xd7d2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
6,5,0,1,6,444,0.0,0.0,53664,0xd1a0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
7,5,1,1,7,444,0.0,0.0,55248,0xd7d0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
8,5,2,1,8,444,0.0,0.0,56109,0xdb2d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
9,5,0,1,9,444,0.0,0.0,53679,0xd1af,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
10,5,1,1,10,444,0.0,0.0,55261,0xd7dd,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
11,5,2,1,11,444,0.0,0.0,56110,0xdb2e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
12,5,0,1,12,444,0.0,0.0,53674,0xd1aa,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
13,5,1,1,13,444,0.0,0.0,55258,0xd7da,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
14,5,2,1,14,444,0.0,0.0,56107,0xdb2b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
15,5,1,1,15,444,0.0,0.0,55256,0xd7d8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
16,5,2,1,16,444,0.0,0.0,56117,0xdb35,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
17,5,0,1,17,444,0.0,0.0,53687,0xd1b7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
18,5,0,1,18,444,0.0,0.0,53684,0xd1b4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
19,5,2,1,19,444,0.0,0.0,56118,0xdb36,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
20,5,1,1,20,444,0.0,0.0,55235,0xd7c3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
21,5,0,1,21,444,0.0,0.0,53683,0xd1b3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
22,5,2,1,22,444,0.0,0.0,56115,0xdb33,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
23,5,1,1,23,444,0.0,0.0,55232,0xd7c0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
24,5,0,1,24,444,0.0,0.0,53694,0xd1be,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
25,5,1,1,25,444,0.0,0.0,55246,0xd7ce,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
26,5,2,1,26,444,0.0,0.0,56127,0xdb3f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
27,5,0,1,27,444,0.0,0.0,53693,0xd1bd,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
28,5,1,1,28,444,0.0,0.0,55243,0xd7cb,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
29,5,2,1,29,444,0.0,0.0,56120,0xdb38,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
30,5,0,1,30,444,0.0,0.0,53688,0xd1b8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
31,5,1,1,31,444,0.0,0.0,55240,0xd7c8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
32,5,2,1,32,444,0.0,0.0,56069,0xdb05,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
33,5,0,1,33,444,0.0,0.0,53639,0xd187,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
34,5,1,1,34,444,0.0,0.0,55285,0xd7f5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
35,5,2,1,35,444,0.0,0.0,56070,0xdb06,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
36,5,0,1,36,444,0.0,0.0,53634,0xd182,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
37,5,1,1,37,444,0.0,0.0,55282,0xd7f2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
38,5,2,1,38,444,0.0,0.0,56067,0xdb03,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
39,5,0,1,39,444,0.0,0.0,53633,0xd181,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
40,5,2,1,40,444,0.0,0.0,56077,0xdb0d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
41,5,1,1,41,444,0.0,0.0,55294,0xd7fe,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
42,5,1,1,42,444,0.0,0.0,55293,0xd7fd,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
43,5,2,1,43,444,0.0,0.0,56078,0xdb0e,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
44,5,0,1,44,444,0.0,0.0,53642,0xd18a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
45,5,0,1,45,444,0.0,0.0,53643,0xd18b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
46,5,2,1,46,444,0.0,0.0,56075,0xdb0b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
47,5,1,1,47,444,0.0,0.0,55288,0xd7f8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
48,5,0,1,48,444,0.0,0.0,53654,0xd196,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
49,5,1,1,49,444,0.0,0.0,55270,0xd7e6,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
50,5,2,1,50,444,0.0,0.0,56087,0xdb17,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
51,5,0,1,51,444,0.0,0.0,53653,0xd195,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
52,5,2,1,52,444,0.0,0.0,56081,0xdb11,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
53,5,1,1,53,444,0.0,0.0,55266,0xd7e2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
54,5,0,1,54,444,0.0,0.0,53648,0xd190,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
55,5,2,1,55,444,0.0,0.0,56082,0xdb12,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
56,5,1,1,56,444,0.0,0.0,55279,0xd7ef,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
57,5,0,1,57,444,0.0,0.0,53663,0xd19f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
58,5,2,1,58,444,0.0,0.0,56095,0xdb1f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
59,5,1,1,59,444,0.0,0.0,55276,0xd7ec,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
60,5,0,1,60,444,0.0,0.0,53658,0xd19a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
61,5,1,1,61,444,0.0,0.0,55274,0xd7ea,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
62,5,2,1,62,444,0.0,0.0,56091,0xdb1b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
63,5,1,1,63,444,0.0,0.0,55272,0xd7e8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
64,5,2,1,64,444,0.0,0.0,56165,0xdb65,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
65,5,0,1,65,444,0.0,0.0,53735,0xd1e7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
66,5,1,1,66,444,0.0,0.0,55189,0xd795,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
67,5,2,1,67,444,0.0,0.0,56166,0xdb66,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
68,5,0,1,68,444,0.0,0.0,53730,0xd1e2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
69,5,1,1,69,444,0.0,0.0,55186,0xd792,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
70,5,0,1,70,444,0.0,0.0,53728,0xd1e0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
71,5,2,1,71,444,0.0,0.0,56162,0xdb62,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
72,5,0,1,72,444,0.0,0.0,53742,0xd1ee,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
73,5,2,1,73,444,0.0,0.0,56172,0xdb6c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
74,5,1,1,74,444,0.0,0.0,55197,0xd79d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
75,5,1,1,75,444,0.0,0.0,55196,0xd79c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
76,5,2,1,76,444,0.0,0.0,56169,0xdb69,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
77,5,0,1,77,444,0.0,0.0,53739,0xd1eb,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
78,5,1,1,78,444,0.0,0.0,55193,0xd799,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
79,5,0,1,79,444,0.0,0.0,53737,0xd1e9,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
80,5,2,1,80,444,0.0,0.0,56181,0xdb75,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
81,5,0,1,81,444,0.0,0.0,53751,0xd1f7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
82,5,2,1,82,444,0.0,0.0,56183,0xdb77,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
83,5,1,1,83,444,0.0,0.0,55172,0xd784,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
84,5,0,1,84,444,0.0,0.0,53746,0xd1f2,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
85,5,1,1,85,444,0.0,0.0,55170,0xd782,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
86,5,2,1,86,444,0.0,0.0,56179,0xdb73,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
87,5,1,1,87,444,0.0,0.0,55168,0xd780,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
88,5,0,1,88,444,0.0,0.0,53758,0xd1fe,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
89,5,2,1,89,444,0.0,0.0,56188,0xdb7c,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
90,5,1,1,90,444,0.0,0.0,55181,0xd78d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
91,5,0,1,91,444,0.0,0.0,53757,0xd1fd,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
92,5,2,1,92,444,0.0,0.0,56185,0xdb79,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
93,5,1,1,93,444,0.0,0.0,55178,0xd78a,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
94,5,2,1,94,444,0.0,0.0,56187,0xdb7b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
95,5,0,1,95,444,0.0,0.0,53753,0xd1f9,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
96,5,0,1,96,444,0.0,0.0,53702,0xd1c6,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
97,5,1,1,97,444,0.0,0.0,55222,0xd7b6,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
98,5,2,1,98,444,0.0,0.0,56135,0xdb47,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
99,5,1,1,99,444,0.0,0.0,55220,0xd7b4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
100,5,2,1,100,444,0.0,0.0,56129,0xdb41,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
101,5,0,1,101,444,0.0,0.0,53699,0xd1c3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
102,5,0,1,102,444,0.0,0.0,53696,0xd1c0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
103,5,1,1,103,444,0.0,0.0,55216,0xd7b0,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
104,5,2,1,104,444,0.0,0.0,56141,0xdb4d,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
105,5,0,1,105,444,0.0,0.0,53711,0xd1cf,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
106,5,2,1,106,444,0.0,0.0,56143,0xdb4f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
107,5,1,1,107,444,0.0,0.0,55228,0xd7bc,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
108,5,0,1,108,444,0.0,0.0,53706,0xd1ca,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
109,5,1,1,109,444,0.0,0.0,55226,0xd7ba,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
110,5,2,1,110,444,0.0,0.0,56139,0xdb4b,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
111,5,1,1,111,444,0.0,0.0,55224,0xd7b8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
112,5,2,1,112,444,0.0,0.0,56149,0xdb55,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
113,5,0,1,113,444,0.0,0.0,53719,0xd1d7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
114,5,0,1,114,444,0.0,0.0,53716,0xd1d4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
115,5,1,1,115,444,0.0,0.0,55204,0xd7a4,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
116,5,2,1,116,444,0.0,0.0,56145,0xdb51,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
117,5,0,1,117,444,0.0,0.0,53715,0xd1d3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
118,5,1,1,118,444,0.0,0.0,55201,0xd7a1,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
119,5,2,1,119,444,0.0,0.0,56146,0xdb52,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
120,5,0,1,120,444,0.0,0.0,53726,0xd1de,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
121,5,1,1,121,444,0.0,0.0,55214,0xd7ae,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
122,5,2,1,122,444,0.0,0.0,56159,0xdb5f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
123,5,1,1,123,444,0.0,0.0,55212,0xd7ac,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
124,5,2,1,124,444,0.0,0.0,56153,0xdb59,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
125,5,0,1,125,444,0.0,0.0,53723,0xd1db,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
126,5,0,1,126,444,0.0,0.0,53720,0xd1d8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
127,5,1,1,127,444,0.0,0.0,55208,0xd7a8,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
128,5,2,1,128,444,0.0,0.0,56229,0xdba5,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
129,5,0,1,129,444,0.0,0.0,53543,0xd127,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
130,5,2,1,130,444,0.0,0.0,56231,0xdba7,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
131,5,1,1,131,444,0.0,0.0,55124,0xd754,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
132,5,0,1,132,444,0.0,0.0,53538,0xd122,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
133,5,1,1,133,444,0.0,0.0,55122,0xd752,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
134,5,2,1,134,444,0.0,0.0,56227,0xdba3,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
135,5,1,1,135,444,0.0,0.0,55120,0xd750,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
136,5,2,1,136,444,0.0,0.0,56237,0xdbad,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
137,5,0,1,137,444,0.0,0.0,53551,0xd12f,,72,32,路径序列：IP-ID标识path/片段序号，每三个path_id排列承载2 bit
